table_id,sentence_id,sub_sentence_id,text,coordinates,input_text,aggregation,output_text
169_totto20009-2,0,1,"wins losses rangers (3, 3) (3, 4)","[[1, 3], [1, 4], [3, 0], [3, 3], [3, 4]]",w l texas rangers 506.0 476.0,none,johnny oates had a managerial record of 506 wins and 476 losses for the rangers
169_totto20058-3,0,1,"rush yards 2003 (3, 13)","[[1, 13], [3, 0], [3, 13]]",yds 2003.0 158.0,none,josh mccown rushed for 158 yards and scored a touchdown on 28 attempts in 2003
169_totto20082-4,0,1,1966-67 [ANSWER],"[[9, 1], [8, 0]]",1966-67 stockport county,none,"freddie goodwin (footballer, born 1944) played in the fourth division title with stockport county in 1966-67"
16_totto2023-2,0,1,"rushing touchdowns second season (3, 8)","[[0, 4], [1, 8], [3, 0], [3, 8]]",rushing td 2018.0 14.0,none,"alvin kamara finished his second season with 883 rushing yards, 14 rushing touchdowns, 81 receptions, 709 receiving yards and four receiving touchdowns"
16_totto2060-4,0,1,"kari peters men's sprint (2, 2)","[[2, 0], [2, 1], [2, 2]]",kari peters men's sprint 4:13.08,none,"kari peters took part in the men's sprint, posting a time of 4 minutes and 13.08 seconds"
170_84_tab2,289,1,"biological sciences medical sciences other life sciences (11, 1) (10, 1) (4, 1)","[[4, 0], [10, 0], [11, 0], [11, 1], [10, 1], [4, 1]]",biological sciences medical sciences other life sciences 1.2 22.1 15.8,sum,"on a global scale, almost 40% of publications were in journals classified as covering the biological sciences, medical sciences, or other life sciences"
170_84_tab2,290,1,"global output engineering (7, 1)","[[0, 1], [7, 0], [7, 1]]",world engineering 17.1,none,engineering publications made up another 17% of the global output
170_84_tab2,291,1,"united states psychology (13, 2)","[[0, 2], [13, 0], [13, 2]]",united states psychology 3.7,none,researchers in the united states produced a proportion of publications in psychology was 4%
170_84_tab2,291,2,"united states social sciences (14, 2)","[[0, 2], [14, 0], [14, 2]]",united states social sciences 7.2,none,researchers in the united states produced a proportion of publications in social sciences was 7%
170_84_tab2,292,1,"japan chemistry (5, 5)","[[0, 5], [5, 0], [5, 5]]",japan chemistry 9.5,none,japan had larger publication shares in the fields of chemistry of 10%
170_84_tab2,292,2,"japan physics (12, 5)","[[0, 5], [12, 0], [12, 5]]",japan physics 13.6,none,japan had larger publication shares in the fields of physics of 14%
170_84_tab2,293,1,"china engineering (7, 4)","[[0, 4], [7, 0], [7, 4]]",china engineering 27.8,none,"china's research portfolio showed a different pattern than the one for the united states and the world, with a greater focus on engineering"
170_84_tab2,293,2,"china chemistry (5, 4)","[[0, 4], [5, 0], [5, 4]]",china chemistry 12.5,none,"china's research portfolio showed a different pattern than the one for the united states and the world, with a greater focus on chemistry"
170_totto20111-0,0,1,"seats the national smallholders and agricultural labourers party christian national union party (3, 10) (2, 10)","[[0, 10], [2, 0], [3, 0], [3, 10], [2, 10]]",total seats national smallholders and agricultural labourers party christian national union party 82.0 112.0,sum,the national smallholders and agricultural labourers party and the christian national union party won 194 of the 219 seats
170_totto20205-3,0,1,pittsburgh pirates [ANSWER],"[[2, 0], [2, 1]]",pittsburgh pirates 2001.0,none,lloyd mcclendon was manager of the pittsburgh pirates from 2001 to 2005
1718,9750,1,"odds ever repeating a grade movers (3, 5)","[[1, 5], [0, 5], [4, 0], [3, 5]]",adjusted odds ratios ever repeated a grade movers 1.0,none,the odds of ever repeating a grade among movers was 1%
1718,9750,1(1),"odds ever repeating a grade non-movers (4, 5)","[[1, 5], [0, 5], [3, 0], [4, 5]]",adjusted odds ratios ever repeated a grade non-movers 2.11,none,the odds of ever repeating a grade among non-movers was 2.11%
1718,9750,1(2),ever repeating a grade odds movers non-movers [ANSWER],"[[0, 5], [1, 5], [4, 0], [3, 0], [4, 0]]",ever repeated a grade adjusted odds ratios movers non-movers movers,pair-argmax,the odds of ever repeating a grade among movers was 1% while non-movers was 2.11%
171_84_tab3,294,1,"u.s. internationally china (2, 2)","[[0, 2], [2, 0], [2, 2]]","region's, country's, or economy's share of u.s. international articles china 19.8",none,researchers in china accounted for about 20% of u.s. internationally coauthored publications in 2014
171_84_tab3,295,1,"south korea (10, 1)","[[10, 0], [10, 1]]",south korea 49.2,none,data on international collaboration of other countries indicate that publications from authors from south korea are notable for having high collaboration rates with u.s. authors of 49%
171_84_tab3,295,2,"china (2, 1)","[[2, 0], [2, 1]]",china 45.9,none,data on international collaboration of other countries indicate that publications from authors from china are notable for having high collaboration rates with u.s. authors of 46%
171_84_tab3,295,3,"canada (5, 1)","[[5, 0], [5, 1]]",canada 44.3,none,data on international collaboration of other countries indicate that publications from authors from canada are notable for having high collaboration rates with u.s. authors of 44%
171_totto20263-1,0,1,2016 [ANSWER],"[[10, 1], [2, 0]]",2016.0 galway,none,"in 2016, canning scored 0-22 for galway in the leinster championship"
171_totto20395-4,0,1,"combined time chamoun (4, 4)","[[1, 4], [4, 0], [4, 4]]",total jacky chamoun 2:18.03,none,"chamoun finished with a combined time of 2 minutes and 18.03 seconds, which saw her in 54th place"
1721,9785,1,"homelessness support sector trade school, college or non-university certificate or diploma (5, 4)","[[0, 3], [5, 0], [5, 4]]","homelessness support sector trade school, college or non-university certificate or diploma 44.4",none,"44.4% of homelessness support sector workers obtained a trade school, college or non-university certificate or diploma"
1721,9785,1(1),"homelessness support sector bachelor's degree (6, 4)","[[0, 3], [6, 0], [6, 4]]",homelessness support sector bachelor's degree 27.4,none,27.4% of homelessness support sector workers earned a bachelor's degree
1721,9786,1,"social workers bachelor's degree (6, 6)","[[0, 5], [6, 0], [6, 6]]",social workers bachelor's degree 49.7,none,49.7% of social workers had a bachelor's degree as their highest level of education
1721,9786,1(1),"social workers graduate degree or certificate above the bachelor's level (7, 6)","[[0, 5], [7, 0], [7, 6]]",social workers graduate degree or certificate above bachelor's level 31.0,none,31% of social workers had a graduate degree or certificate above the bachelor's level
1722,9787,1,"homelessness support sector post-secondary education (2, 3)","[[0, 3], [2, 0], [2, 3]]",homelessness support sector total - workers with post-secondary education 5005.0,none,"there was a total number of 5,005 employees in the homelessness support sector with post-secondary education"
1722,9787,1(1),"homelessness support sector business, management and public administration (10, 4)","[[0, 3], [10, 0], [10, 4]]","homelessness support sector business, management and public administration 29.3",none,"29.3% of employees in the homelessness support sector reported their major filed of study as business, management and public administration"
1722,9787,1(2),"homelessness support sector public administration and social service professions (11, 4)","[[0, 3], [11, 0], [11, 4]]",homelessness support sector public administration and social service professions 23.9,none,23.9% of employees in the homelessness support sector reported studying fields related to public administration and social service professions
1722,9788,1,"homelessness support sector social and behavioural sciences and law (6, 4)","[[0, 3], [6, 0], [6, 4]]",homelessness support sector social and behavioural sciences and law 22.7,none,22.7% of homelessness support sector workers reported studying social and behavioural sciences and law
1722,9789,1,"social workers business, management and public administration (10, 6)","[[0, 5], [10, 0], [10, 6]]","social workers business, management and public administration 71.7",none,"71.7% of social workers reported business, management and public administration as their major field of study"
1722,9789,1(1),"social workers social and behavioural sciences and law (6, 6)","[[0, 5], [6, 0], [6, 6]]",social workers social and behavioural sciences and law 14.5,none,14.5% of social workers reported social and behavioural sciences and law as their major field of study
1722,9790,1,"social and community service social and behavioural sciences and law (6, 8)","[[0, 7], [6, 0], [6, 8]]",social and community service workers social and behavioural sciences and law 24.6,none,24.6% of social and community service workers reported their major field of study as social and behavioural sciences and law
1722,9790,1(1),"social and community service business, management and public administration (10, 8)","[[0, 7], [10, 0], [10, 8]]","social and community service workers business, management and public administration 24.8",none,"24.8% of social and community service workers reported their major field of study as business, management and public administration"
1722,9790,1(2),"social and community service health and related fields (14, 8)","[[0, 7], [14, 0], [14, 8]]",social and community service workers health and related fields 12.5,none,12.5% of social and community service workers reported their major field of study as health and related fields
1727,9815,1,"minimum wages (23, 1)","[[0, 1], [23, 1]]",minimum wage workers 1018100.0,none,around one million individuals earned minimum wages in 2017
1727,9816,1,"minimum wages students aged 15 to 24 non-students at the same age (3, 1) (2, 1) (23, 1)","[[0, 1], [2, 0], [3, 0], [3, 1], [2, 1], [23, 1]]","minimum wage workers student, aged 15 to 24 not a student, aged 15 to 24 257200.0 331500.0 1018100.0",sum div,students aged 15 to 24 and non-students at the same age living with their parents accounted for about 50% of all the individuals who earned minimum wages in 2017
1727,9817,1,"minimum wage workers unattached individuals, lone parents or spouses/partners in single-earner couples (19, 1) (10, 1) (15, 1) (4, 1) (23, 1)","[[0, 1], [4, 0], [19, 1], [10, 1], [15, 1], [4, 1], [23, 1]]","minimum wage workers unattached individual, lone parent or spouse/partner in a single-earner couple 35600.0 34300.0 60100.0 27000.0 1018100.0",sum div,"over 15% of minimum wage workers in 2017 were under 65 and unattached individuals, lone parents or spouses/partners in single-earner couples"
1727,9818,1,"minimum wage workers spouses/partners in dual-earner couples (16, 1) (5, 1) (11, 1) (20, 1) (23, 1)","[[0, 1], [5, 0], [16, 1], [5, 1], [11, 1], [20, 1], [23, 1]]",minimum wage workers spouse/partner in a dual-earner couple 90700.0 16800.0 37100.0 33700.0 1018100.0,sum div,around 18% of minimum wage workers were under 65 and spouses/partners in dual-earner couples
1727,9819,1,"minimum wage employees students aged 15 to 24 non-students the same age living with their parents single, lone parents or spouses/partners in single-earner couples spouses/partners in dual-earner couples (19, 1) (10, 1) (5, 1) (15, 1) (20, 1) (23, 1) (16, 1) (3, 1) (11, 1) (2, 1) (4, 1)","[[0, 1], [2, 0], [3, 0], [4, 0], [5, 0], [19, 1], [10, 1], [5, 1], [15, 1], [20, 1], [23, 1], [16, 1], [3, 1], [11, 1], [2, 1], [4, 1]]","minimum wage workers student, aged 15 to 24 not a student, aged 15 to 24 unattached individual, lone parent or spouse/partner in a single-earner couple spouse/partner in a dual-earner couple 35600.0 34300.0 16800.0 60100.0 33700.0 1018100.0 90700.0 257200.0 37100.0 331500.0 27000.0",sum div,"in sum, over 83% of minimum wage employees in 2017 belonged to one of the three following groups: students aged 15 to 24 and non-students the same age living with their parents; individuals aged 15 to 64 who were single, lone parents or spouses/partners in single-earner couples; and individuals aged 15 to 64 who were spouses/partners in dual-earner couples"
1728,9820,1,"first quarter of 2018 individuals earned minimum wages (24, 2)","[[0, 2], [24, 0], [24, 2]]",first quarter of 2018 number of minimum wage workers 1565400.0,none,"in the first quarter of 2018, roughly 1.57 million individuals earned minimum wages"
1728,9820,1(1),"first quarter of 2017 individuals earned minimum wages (24, 1)","[[0, 1], [24, 0], [24, 1]]",first quarter of 2017 number of minimum wage workers 953200.0,none,"in the first quarter of 2017, roughly 953,000 individuals earned minimum wages"
